Datum,PowerPrice
514800.0,26.97
518400.0,24.97
522000.0,24.65
525600.0,24.68
529200.0,25.06
532800.0,26.1
536400.0,26.95
540000.0,31.43
543600.0,45.98
547200.0,47.91
550800.0,48.91
554400.0,50
558000.0,51.22
561600.0,50.15
565200.0,51.46
568800.0,50.88
572400.0,48
576000.0,47.14
579600.0,51.07
583200.0,47.42
586800.0,44.83
590400.0,33.86
594000.0,27.42
597600.0,27.02
601200.0,22.11
604800.0,21.92
608400.0,19.35
612000.0,16.11
615600.0,14.93
619200.0,15
622800.0,19.04
626400.0,26.17
630000.0,38.34
633600.0,37.7
637200.0,32.99
640800.0,31.95
644400.0,33.59
648000.0,34.37
651600.0,35.08
655200.0,34.45
658800.0,38.12
662400.0,32.47
666000.0,36.49
669600.0,31.82
673200.0,32.93
676800.0,29.44
680400.0,28.62
684000.0,26.71
687600.0,15.93
691200.0,11.55
694800.0,13.47
698400.0,11.23
702000.0,9.37
705600.0,10.33
709200.0,10.57
712800.0,20.08
716400.0,34.24
720000.0,29.99
723600.0,28.33
727200.0,28.51
730800.0,31.69
734400.0,31.11
738000.0,29.95
741600.0,29.17
745200.0,29.47
748800.0,30.09
752400.0,33.47
756000.0,32.78
759600.0,33.47
763200.0,30.11
766800.0,26.69
770400.0,21.64
774000.0,14.72
777600.0,17.1
781200.0,12.93
784800.0,13.7
788400.0,11.01
792000.0,9.08
795600.0,9.28
799200.0,7.19
802800.0,9.31
806400.0,11.35
810000.0,15.87
813600.0,15.84
817200.0,14.83
820800.0,15.83
824400.0,14.85
828000.0,11.42
831600.0,11.34
835200.0,14.15
838800.0,17.09
842400.0,18.87
846000.0,13.44
849600.0,15.82
853200.0,11.51
856800.0,11.81
860400.0,5.08
864000.0,0.05
867600.0,-2.06
871200.0,-4.11
874800.0,-5.06
878400.0,-4.12
882000.0,-0.74
885600.0,-25.02
889200.0,-16.94
892800.0,-6.86
896400.0,1.53
900000.0,5.61
903600.0,9.91
907200.0,8.71
910800.0,-0.09
914400.0,-0.07
918000.0,-1.8
921600.0,0.61
925200.0,13.51
928800.0,11.44
932400.0,14.88
936000.0,9.63
939600.0,9.29
943200.0,10.18
946800.0,-2
950400.0,9.3
954000.0,2.87
957600.0,0.09
961200.0,0.26
964800.0,2.83
968400.0,10.4
972000.0,20.03
975600.0,44.95
979200.0,44.92
982800.0,36.33
986400.0,30.41
990000.0,30.07
993600.0,29.33
997200.0,29.39
1000800.0,28.98
1004400.0,29.49
1008000.0,28.99
1011600.0,34.41
1015200.0,31.69
1018800.0,29.59
1022400.0,27.61
1026000.0,15.55
1029600.0,14.91
1033200.0,9.1
1036800.0,9.27
1040400.0,10.42
1044000.0,11.16
1047600.0,10.71
1051200.0,11.26
1054800.0,11.69
1058400.0,21.05
1062000.0,32.37
1065600.0,34.21
1069200.0,28.47
1072800.0,26.07
1076400.0,23.74
1080000.0,23.73
1083600.0,23.76
1087200.0,25.62
1090800.0,28.91
1094400.0,34.13
1098000.0,42.16
1101600.0,41.99
1105200.0,37.91
1108800.0,31.41
1112400.0,29.91
1116000.0,27.02
1119600.0,18.36
1123200.0,13.25
1126800.0,15.02
1130400.0,11.99
1134000.0,13.68
1137600.0,13.91
1141200.0,16.26
1144800.0,27.32
1148400.0,31.62
1152000.0,34.74
1155600.0,32.41
1159200.0,29.71
1162800.0,30.32
1166400.0,29.7
1170000.0,29.28
1173600.0,30.63
1177200.0,35.61
1180800.0,37.8
1184400.0,44.69
1188000.0,43.23
1191600.0,34.51
1195200.0,29.44
1198800.0,27.96
1202400.0,23.73
1206000.0,16.29
1209600.0,24.36
1213200.0,21.59
1216800.0,15.46
1220400.0,15.44
1224000.0,15.43
1227600.0,15.47
1231200.0,27.69
1234800.0,33.89
1238400.0,34.79
1242000.0,30.9
1245600.0,29.97
1249200.0,29.42
1252800.0,27.02
1256400.0,26.18
1260000.0,26.53
1263600.0,28.21
1267200.0,29.37
1270800.0,32.54
1274400.0,32.67
1278000.0,30.49
1281600.0,28.32
1285200.0,22.05
1288800.0,19.01
1292400.0,12.01
1296000.0,9.78
1299600.0,11.64
1303200.0,9.72
1306800.0,10.56
1310400.0,14.11
1314000.0,16.02
1317600.0,24.71
1321200.0,34.04
1324800.0,37.71
1328400.0,36.92
1332000.0,37.99
1335600.0,39.97
1339200.0,39.95
1342800.0,40.02
1346400.0,41.83
1350000.0,44.05
1353600.0,47.1
1357200.0,52.49
1360800.0,53.54
1364400.0,48.02
1368000.0,41.51
1371600.0,37.92
1375200.0,35.64
1378800.0,28.79
1382400.0,29.03
1386000.0,27.47
1389600.0,28.06
1393200.0,27.92
1396800.0,27.05
1400400.0,27.24
1404000.0,27.34
1407600.0,27.74
1411200.0,29.73
1414800.0,35.05
1418400.0,38.81
1422000.0,38.89
1425600.0,34.99
1429200.0,31.96
1432800.0,30.07
1436400.0,31.27
1440000.0,33.84
1443600.0,42.44
1447200.0,44.9
1450800.0,34.24
1454400.0,28.95
1458000.0,27.02
1461600.0,27.46
1465200.0,24.5
1468800.0,23.35
1472400.0,21.19
1476000.0,22.24
1479600.0,22.31
1483200.0,22.32
1486800.0,22.11
1490400.0,14.12
1494000.0,15.17
1497600.0,19.07
1501200.0,24.94
1504800.0,27.2
1508400.0,28.22
1512000.0,28.15
1515600.0,27.85
1519200.0,28.17
1522800.0,29.91
1526400.0,30.44
1530000.0,38.42
1533600.0,42.46
1537200.0,39.8
1540800.0,30.54
1544400.0,30.4
1548000.0,31
1551600.0,28.42
1555200.0,27.92
1558800.0,27.76
1562400.0,28.25
1566000.0,28.41
1569600.0,28.07
1573200.0,29.63
1576800.0,42.87
1580400.0,52.07
1584000.0,56.49
1587600.0,52.38
1591200.0,48.84
1594800.0,47.95
1598400.0,44.97
1602000.0,47.95
1605600.0,47.72
1609200.0,47.43
1612800.0,48.19
1616400.0,52.16
1620000.0,56.26
1623600.0,52.96
1627200.0,45
1630800.0,40
1634400.0,37.53
1638000.0,31.07
1641600.0,31.93
1645200.0,31.08
1648800.0,29.92
1652400.0,29.97
1656000.0,31.02
1659600.0,34.81
1663200.0,39.4
1666800.0,53.39
1670400.0,58.88
1674000.0,58.8
1677600.0,57.34
1681200.0,57.46
1684800.0,53.53
1688400.0,52.93
1692000.0,52.38
1695600.0,52.1
1699200.0,51.04
1702800.0,58.55
1706400.0,66.65
1710000.0,56.02
1713600.0,50.01
1717200.0,42.73
1720800.0,42.02
1724400.0,36.93
1728000.0,31.08
1731600.0,32.07
1735200.0,31.53
1738800.0,31.2
1742400.0,33.27
1746000.0,35.07
1749600.0,43.71
1753200.0,54.12
1756800.0,58.39
1760400.0,56.6
1764000.0,54.96
1767600.0,53.99
1771200.0,48.49
1774800.0,49.59
1778400.0,48
1782000.0,50
1785600.0,51.02
1789200.0,55.47
1792800.0,57.1
1796400.0,51.95
1800000.0,43.22
1803600.0,38.98
1807200.0,38.38
1810800.0,31.51
1814400.0,29.67
1818000.0,29.93
1821600.0,29
1825200.0,28.96
1828800.0,29.38
1832400.0,31.09
1836000.0,36.92
1839600.0,48.42
1843200.0,53.79
1846800.0,50.52
1850400.0,50.53
1854000.0,49.89
1857600.0,52.44
1861200.0,54.01
1864800.0,51.54
1868400.0,49.99
1872000.0,51.99
1875600.0,59.2
1879200.0,56.99
1882800.0,53.81
1886400.0,45.57
1890000.0,39.86
1893600.0,37.26
1897200.0,30.96
1900800.0,31.18
1904400.0,29.97
1908000.0,28.86
1911600.0,28.78
1915200.0,29.39
1918800.0,32.49
1922400.0,37.52
1926000.0,54.28
1929600.0,53.56
1933200.0,57.68
1936800.0,56.97
1940400.0,55.75
1944000.0,49.94
1947600.0,47.77
1951200.0,46.58
1954800.0,44.09
1958400.0,45.18
1962000.0,49.98
1965600.0,47.99
1969200.0,46.98
1972800.0,41.48
1976400.0,35.12
1980000.0,34.21
1983600.0,31.14
1987200.0,28.5
1990800.0,27.04
1994400.0,24.44
1998000.0,24.29
2001600.0,25.93
2005200.0,24.99
2008800.0,23.94
2012400.0,24.26
2016000.0,27.6
2019600.0,29.53
2023200.0,30.26
2026800.0,37.81
2030400.0,37.27
2034000.0,34.37
2037600.0,30.07
2041200.0,30.25
2044800.0,34.52
2048400.0,36.09
2052000.0,37.86
2055600.0,34.56
2059200.0,30.04
2062800.0,27.97
2066400.0,28.11
2070000.0,24.99
2073600.0,23.26
2077200.0,22.13
2080800.0,19.04
2084400.0,19.91
2088000.0,21.49
2091600.0,21.75
2095200.0,19.82
2098800.0,22.35
2102400.0,24.64
2106000.0,28.03
2109600.0,29.94
2113200.0,36.65
2116800.0,31.99
2120400.0,29.25
2124000.0,29.13
2127600.0,29.26
2131200.0,30.29
2134800.0,36.5
2138400.0,40.96
2142000.0,39.03
2145600.0,34.92
2149200.0,30.2
2152800.0,29.99
2156400.0,28.07
2160000.0,26.93
2163600.0,26.13
2167200.0,25.54
2170800.0,25.41
2174400.0,25.8
2178000.0,27.1
2181600.0,41.94
2185200.0,55.16
2188800.0,53.22
2192400.0,47.28
2196000.0,45.28
2199600.0,47.43
2203200.0,46.22
2206800.0,46
2210400.0,42.47
2214000.0,42.44
2217600.0,39.76
2221200.0,44.92
2224800.0,44.03
2228400.0,36.98
2232000.0,30.34
2235600.0,28.49
2239200.0,27.15
2242800.0,24.05
2246400.0,20.36
2250000.0,16.31
2253600.0,16.95
2257200.0,16.34
2260800.0,19.92
2264400.0,22.92
2268000.0,27.57
2271600.0,34.27
2275200.0,35.92
2278800.0,36.97
2282400.0,36.94
2286000.0,38.33
2289600.0,37.93
2293200.0,38.19
2296800.0,39.14
2300400.0,40.96
2304000.0,38.93
2307600.0,50.65
2311200.0,46.31
2314800.0,42.26
2318400.0,40
2322000.0,35.23
2325600.0,30.28
2329200.0,27.8
2332800.0,26.97
2336400.0,26.59
2340000.0,25.93
2343600.0,25.27
2347200.0,25.75
2350800.0,25.94
2354400.0,34.25
2358000.0,44.31
2361600.0,42.86
2365200.0,33.96
2368800.0,33.11
2372400.0,29.72
2376000.0,27.85
2379600.0,27.63
2383200.0,27.03
2386800.0,26.59
2390400.0,27
2394000.0,29.95
2397600.0,28.62
2401200.0,28.01
2404800.0,25.47
2408400.0,21.69
2412000.0,16.96
2415600.0,14.9
2419200.0,9.98
2422800.0,10.74
2426400.0,9.21
2430000.0,9.37
2433600.0,11.84
2437200.0,13.37
2440800.0,26.2
2444400.0,30
2448000.0,32.12
2451600.0,28.89
2455200.0,28.81
2458800.0,29.81
2462400.0,28.63
2466000.0,28.56
2469600.0,29.18
2473200.0,33.82
2476800.0,32.45
2480400.0,41.35
2484000.0,39.73
2487600.0,39
2491200.0,33.41
2494800.0,29.09
2498400.0,28.74
2502000.0,25.4
2505600.0,26.6
2509200.0,25.61
2512800.0,26.42
2516400.0,24.74
2520000.0,23.89
2523600.0,26.07
2527200.0,36.41
2530800.0,48.76
2534400.0,49.19
2538000.0,46.35
2541600.0,49.51
2545200.0,47.47
2548800.0,46
2552400.0,44.95
2556000.0,43.24
2559600.0,43.71
2563200.0,44
2566800.0,46.69
2570400.0,48.26
2574000.0,43.11
2577600.0,40.04
2581200.0,30.17
2584800.0,29.5
2588400.0,27.01
2592000.0,27.92
2595600.0,26.5
2599200.0,26.4
2602800.0,25.75
2606400.0,24.95
2610000.0,25.13
2613600.0,24.98
2617200.0,26.55
2620800.0,28.36
2624400.0,29.51
2628000.0,29.91
2631600.0,28.79
2635200.0,28.41
2638800.0,28.23
2642400.0,28.19
2646000.0,29.17
2649600.0,32.12
2653200.0,42.99
2656800.0,44.31
2660400.0,42.15
2664000.0,32.83
2667600.0,28.34
2671200.0,28.5
2674800.0,25.56
2678400.0,27.04
2682000.0,26.32
2685600.0,25.98
2689200.0,25.63
2692800.0,25.78
2696400.0,25.99
2700000.0,24.26
2703600.0,26.48
2707200.0,27.84
2710800.0,29.09
2714400.0,34.15
2718000.0,37.74
2721600.0,34.95
2725200.0,28.24
2728800.0,28.21
2732400.0,28.47
2736000.0,29.89
2739600.0,36.85
2743200.0,36.55
2746800.0,29.99
2750400.0,28.59
2754000.0,28.36
2757600.0,28.18
2761200.0,26.92
2764800.0,27.23
2768400.0,26.38
2772000.0,26.19
2775600.0,26.21
2779200.0,26.24
2782800.0,27.47
2786400.0,37.85
2790000.0,53.35
2793600.0,53.13
2797200.0,54.92
2800800.0,51.35
2804400.0,50.96
2808000.0,45
2811600.0,44.04
2815200.0,44.98
2818800.0,45.74
2822400.0,47.99
2826000.0,58.95
2829600.0,54.92
2833200.0,51.45
2836800.0,45
2840400.0,43.05
2844000.0,40
2847600.0,34.68
2851200.0,29.46
2854800.0,28.84
2858400.0,28.05
2862000.0,28.08
2865600.0,28.21
2869200.0,30.08
2872800.0,40
2876400.0,60.43
2880000.0,60.08
2883600.0,58.79
2887200.0,55.77
2890800.0,53.37
2894400.0,46.2
2898000.0,48.76
2901600.0,47.85
2905200.0,51.7
2908800.0,51.54
2912400.0,60.07
2916000.0,65.52
2919600.0,52.89
2923200.0,47.99
2926800.0,44.25
2930400.0,43.93
2934000.0,30.87
2937600.0,34.9
2941200.0,31.14
2944800.0,30.08
2948400.0,30.06
2952000.0,30.49
2955600.0,33.55
2959200.0,42.64
2962800.0,50.92
2966400.0,61.76
2970000.0,62.59
2973600.0,61.1
2977200.0,58.94
2980800.0,54.87
2984400.0,53.53
2988000.0,51.45
2991600.0,49.88
2995200.0,49.92
2998800.0,59.37
3002400.0,75.87
3006000.0,62.73
3009600.0,49.89
3013200.0,42.66
3016800.0,44.04
3020400.0,36.41
3024000.0,39.96
3027600.0,33.29
3031200.0,32.24
3034800.0,32.44
3038400.0,32.92
3042000.0,38.91
3045600.0,45.96
3049200.0,63.79
3052800.0,62.06
3056400.0,60.28
3060000.0,52.03
3063600.0,49.96
3067200.0,50.52
3070800.0,47.44
3074400.0,44.5
3078000.0,43.54
3081600.0,44.04
3085200.0,50.75
3088800.0,48.13
3092400.0,44.94
3096000.0,41.89
3099600.0,37.9
3103200.0,30.45
3106800.0,29.01
3110400.0,28.73
3114000.0,28.14
3117600.0,27.75
3121200.0,27.73
3124800.0,28.23
3128400.0,29.05
3132000.0,36
3135600.0,52.92
3139200.0,46.9
3142800.0,45.94
3146400.0,45.93
3150000.0,42.93
3153600.0,39.65
3157200.0,37.1
3160800.0,35.54
3164400.0,38.57
3168000.0,42.95
3171600.0,50.19
3175200.0,54.95
3178800.0,50.24
3182400.0,45
3186000.0,40.33
3189600.0,39.37
3193200.0,29.01
3196800.0,28.46
3200400.0,28
3204000.0,27.29
3207600.0,26.28
3211200.0,26.08
3214800.0,25.91
3218400.0,25.53
3222000.0,27.79
3225600.0,32.03
3229200.0,42.1
3232800.0,37.96
3236400.0,33.75
3240000.0,29.99
3243600.0,26.56
3247200.0,25.36
3250800.0,24.76
3254400.0,25.16
3258000.0,29.15
3261600.0,35.81
3265200.0,26.83
3268800.0,22.31
3272400.0,15.01
3276000.0,14.25
3279600.0,9.56
3283200.0,-5
3286800.0,-1.12
3290400.0,-4.78
3294000.0,-2.4
3297600.0,-7.32
3301200.0,-0.9
3304800.0,-9.95
3308400.0,-8.51
3312000.0,4.86
3315600.0,11.6
3319200.0,15.01
3322800.0,15.05
3326400.0,12.21
3330000.0,10.6
3333600.0,15.1
3337200.0,19.94
3340800.0,26.66
3344400.0,33.41
3348000.0,39.55
3351600.0,36.35
3355200.0,28.12
3358800.0,26.93
3362400.0,26.35
3366000.0,16.84
3369600.0,16.42
3373200.0,14.95
3376800.0,11.5
3380400.0,13.86
3384000.0,9.81
3387600.0,9.88
3391200.0,22.28
3394800.0,29.17
3398400.0,29.96
3402000.0,30
3405600.0,30
3409200.0,30.06
3412800.0,31.21
3416400.0,30.96
3420000.0,30.69
3423600.0,32.81
3427200.0,32.3
3430800.0,37.66
3434400.0,43.93
3438000.0,44.57
3441600.0,39.91
3445200.0,32.84
3448800.0,29.43
3452400.0,27.12
3456000.0,25.36
3459600.0,25.32
3463200.0,25.19
3466800.0,25.57
3470400.0,26.02
3474000.0,27.75
3477600.0,38.22
3481200.0,52.95
3484800.0,49
3488400.0,45.97
3492000.0,47.97
3495600.0,49.97
3499200.0,47.27
3502800.0,46.95
3506400.0,46
3510000.0,47
3513600.0,50.38
3517200.0,61.41
3520800.0,84.94
3524400.0,62.82
3528000.0,51.66
3531600.0,44.09
3535200.0,44.54
3538800.0,33.95
3542400.0,30.57
3546000.0,30.67
3549600.0,30.52
3553200.0,30.62
3556800.0,31.39
3560400.0,33.1
3564000.0,45.97
3567600.0,60.14
3571200.0,64.91
3574800.0,59.91
3578400.0,54.22
3582000.0,53.85
3585600.0,49.06
3589200.0,48.82
3592800.0,47.93
3596400.0,49.8
3600000.0,50.86
3603600.0,58.48
3607200.0,81.37
3610800.0,65.22
3614400.0,55.62
3618000.0,46
3621600.0,47.94
3625200.0,32.81
3628800.0,36.63
3632400.0,34.25
3636000.0,31.67
3639600.0,32.03
3643200.0,32.35
3646800.0,36.2
3650400.0,49.95
3654000.0,63.36
3657600.0,70.6
3661200.0,60.81
3664800.0,53.81
3668400.0,49.96
3672000.0,44.91
3675600.0,43.9
3679200.0,43.94
3682800.0,45.47
3686400.0,49.96
3690000.0,57.58
3693600.0,72
3697200.0,69.94
3700800.0,54.98
3704400.0,46.72
3708000.0,43.29
3711600.0,36.91
3715200.0,31.03
3718800.0,31.1
3722400.0,31.04
3726000.0,31.02
3729600.0,31.88
3733200.0,33
3736800.0,45.42
3740400.0,58.25
3744000.0,57.84
3747600.0,50.81
3751200.0,45.49
3754800.0,42.97
3758400.0,38.05
3762000.0,33.45
3765600.0,32.06
3769200.0,38.04
3772800.0,43.2
3776400.0,45.75
3780000.0,46.31
3783600.0,41.71
3787200.0,31.81
3790800.0,29.05
3794400.0,30.43
3798000.0,29.09
3801600.0,28.81
3805200.0,30.05
3808800.0,28.02
3812400.0,27.67
3816000.0,27.68
3819600.0,29.28
3823200.0,27.55
3826800.0,26.95
3830400.0,31.17
3834000.0,33.27
3837600.0,34.11
3841200.0,32.17
3844800.0,31.06
3848400.0,31.01
3852000.0,31.59
3855600.0,35.9
3859200.0,36.35
3862800.0,40.69
3866400.0,44.98
3870000.0,40.13
3873600.0,37.64
3877200.0,32.05
3880800.0,34.96
3884400.0,30.87
3888000.0,30.59
3891600.0,30.01
3895200.0,30.59
3898800.0,30.01
3902400.0,29.28
3906000.0,30.03
3909600.0,27.67
3913200.0,27.68
3916800.0,30.52
3920400.0,27.33
3924000.0,26.38
3927600.0,26.39
3931200.0,25.93
3934800.0,24.11
3938400.0,23.69
3942000.0,25.57
3945600.0,26.64
3949200.0,31.24
3952800.0,40.04
3956400.0,39.2
3960000.0,31.83
3963600.0,30.58
3967200.0,32.5
3970800.0,28.45
3974400.0,26.72
3978000.0,26.02
3981600.0,25.35
3985200.0,26.26
3988800.0,25.89
3992400.0,27.02
3996000.0,39.97
3999600.0,47.83
4003200.0,44.91
4006800.0,41.46
4010400.0,35.07
4014000.0,32.87
4017600.0,30.59
4021200.0,30.38
4024800.0,30.57
4028400.0,35
4032000.0,40.68
4035600.0,46.05
4039200.0,54.15
4042800.0,47.45
4046400.0,42.99
4050000.0,34.17
4053600.0,31.34
4057200.0,30.01
4060800.0,29.09
4064400.0,29.27
4068000.0,29.79
4071600.0,30.07
4075200.0,30.03
4078800.0,31.08
4082400.0,44
4086000.0,55.03
4089600.0,55.55
4093200.0,49.98
4096800.0,47.91
4100400.0,45.53
4104000.0,43.31
4107600.0,43.32
4111200.0,43.51
4114800.0,44.54
4118400.0,44.92
4122000.0,49.6
4125600.0,62.51
4129200.0,56.92
4132800.0,49.94
4136400.0,42.72
4140000.0,40.08
4143600.0,31.97
4147200.0,30.3
4150800.0,30.09
4154400.0,30.03
4158000.0,29.75
4161600.0,31.03
4165200.0,33.58
4168800.0,47.91
4172400.0,54.62
4176000.0,57.8
4179600.0,53.94
4183200.0,54.02
4186800.0,50.44
4190400.0,47
4194000.0,42.98
4197600.0,42.92
4201200.0,43.99
4204800.0,44.71
4208400.0,51.3
4212000.0,58.85
4215600.0,56.68
4219200.0,44.94
4222800.0,37.49
4226400.0,32.27
4230000.0,30.09
4233600.0,30.9
4237200.0,29.95
4240800.0,28.07
4244400.0,28.55
4248000.0,29.93
4251600.0,30.95
4255200.0,36.93
4258800.0,47.93
4262400.0,50.45
4266000.0,49.94
4269600.0,47.07
4273200.0,43.96
4276800.0,37.61
4280400.0,36.69
4284000.0,36.28
4287600.0,40.9
4291200.0,44.87
4294800.0,49.59
4298400.0,48.99
4302000.0,40.03
4305600.0,37.39
4309200.0,31.01
4312800.0,30.03
4316400.0,27.44
4320000.0,25.5
4323600.0,24.33
4327200.0,22.85
4330800.0,23.2
4334400.0,23.48
4338000.0,25.2
4341600.0,29.14
4345200.0,31.42
4348800.0,32.8
4352400.0,31.12
4356000.0,30.06
4359600.0,28.17
4363200.0,26.66
4366800.0,26.5
4370400.0,27.17
4374000.0,31.09
4377600.0,32.17
4381200.0,42.95
4384800.0,49.1
4388400.0,44.61
4392000.0,39.34
4395600.0,31.08
4399200.0,31.02
4402800.0,29.69
4406400.0,28.57
4410000.0,25.51
4413600.0,25.58
4417200.0,24.94
4420800.0,24.96
4424400.0,24.88
4428000.0,25.08
4431600.0,25.69
4435200.0,26.08
4438800.0,27.03
4442400.0,28.26
4446000.0,27.33
4449600.0,26.17
4453200.0,25.98
4456800.0,25.97
4460400.0,29.44
4464000.0,31
4467600.0,40.96
4471200.0,49.15
4474800.0,43.42
4478400.0,38.62
4482000.0,37.47
4485600.0,34.2
4489200.0,31.93
4492800.0,36.86
4496400.0,31.95
4500000.0,31.08
4503600.0,31.1
4507200.0,32.21
4510800.0,31.04
4514400.0,28.03
4518000.0,29.01
4521600.0,35.01
4525200.0,40.98
4528800.0,41.9
4532400.0,40.73
4536000.0,36.33
4539600.0,29.62
4543200.0,26.9
4546800.0,25.05
4550400.0,28.03
4554000.0,39.94
4557600.0,49.85
4561200.0,44.1
4564800.0,31.09
4568400.0,28.69
4572000.0,30.01
4575600.0,25.08
4579200.0,18.62
4582800.0,16.53
4586400.0,14.09
4590000.0,11.9
4593600.0,12.25
4597200.0,18.18
4600800.0,29.06
4604400.0,32.19
4608000.0,30.65
4611600.0,35.01
4615200.0,35.79
4618800.0,38.58
4622400.0,39.94
4626000.0,40.84
4629600.0,39.99
4633200.0,40.98
4636800.0,40.66
4640400.0,42.56
4644000.0,53
4647600.0,46.18
4651200.0,37.32
4654800.0,30.98
4658400.0,30.08
4662000.0,24.93
4665600.0,25.77
4669200.0,25.08
4672800.0,23.9
4676400.0,24
4680000.0,24.91
4683600.0,24.98
4687200.0,30.09
4690800.0,40.94
4694400.0,42.92
4698000.0,37.87
4701600.0,30.86
4705200.0,30.05
4708800.0,29
4712400.0,29.6
4716000.0,31.08
4719600.0,40.59
4723200.0,42.31
4726800.0,47.93
4730400.0,54.95
4734000.0,52.91
4737600.0,44.4
4741200.0,38
4744800.0,31.05
4748400.0,28.19
4752000.0,29.62
4755600.0,30.04
4759200.0,28.68
4762800.0,29.45
4766400.0,30.02
4770000.0,30.01
4773600.0,42.97
4777200.0,51.5
4780800.0,49.9
4784400.0,49.61
4788000.0,50
4791600.0,51.66
4795200.0,44.23
4798800.0,43.9
4802400.0,46.87
4806000.0,46.96
4809600.0,49.93
4813200.0,49.91
4816800.0,68.34
4820400.0,62.16
4824000.0,52.25
4827600.0,47.66
4831200.0,42.4
4834800.0,34.54
4838400.0,30.9
4842000.0,30.9
4845600.0,29.85
4849200.0,29.03
4852800.0,29.43
4856400.0,30.82
4860000.0,47.38
4863600.0,55.2
4867200.0,55.64
4870800.0,46.98
4874400.0,39.95
4878000.0,38.76
4881600.0,30.94
4885200.0,30.98
4888800.0,31.12
4892400.0,35.94
4896000.0,39.92
4899600.0,44.88
4903200.0,45.74
4906800.0,45.04
4910400.0,37.79
4914000.0,30.8
4917600.0,30.1
4921200.0,27.03
4924800.0,26.72
4928400.0,27.46
4932000.0,27.19
4935600.0,27.92
4939200.0,28.02
4942800.0,29.88
4946400.0,41.91
4950000.0,44.02
4953600.0,43.07
4957200.0,42.43
4960800.0,39.92
4964400.0,39.39
4968000.0,35.59
4971600.0,35.72
4975200.0,34.93
4978800.0,40.68
4982400.0,41.62
4986000.0,47.94
4989600.0,64.06
4993200.0,57.82
4996800.0,47.19
5000400.0,40.07
5004000.0,37.3
5007600.0,31.88
5011200.0,28.48
5014800.0,28.04
5018400.0,27.07
5022000.0,28.04
5025600.0,27.3
5029200.0,27
5032800.0,25.81
5036400.0,29.73
5040000.0,38.95
5043600.0,40.02
5047200.0,35.92
5050800.0,29.38
5054400.0,25.89
5058000.0,24.87
5061600.0,24.83
5065200.0,25.57
5068800.0,30.08
5072400.0,40.05
5076000.0,44.77
5079600.0,37.88
5083200.0,27.01
5086800.0,23.87
5090400.0,22.49
5094000.0,15.13
5097600.0,11.76
5101200.0,4.2
5104800.0,-0.05
5108400.0,-0.09
5112000.0,-2
5115600.0,-1.91
5119200.0,-5.08
5122800.0,-0.13
5126400.0,3.91
5130000.0,9.7
5133600.0,12.65
5137200.0,18.39
5140800.0,14.36
5144400.0,11.15
5148000.0,10.52
5151600.0,11.67
5155200.0,11.6
5158800.0,15.27
5162400.0,25.69
5166000.0,25.65
5169600.0,24.8
5173200.0,15.28
5176800.0,23.94
5180400.0,16.64
5184000.0,18
5187600.0,15.38
5191200.0,15.1
5194800.0,13
5198400.0,12
5202000.0,17.85
5205600.0,31.49
5209200.0,38.96
5212800.0,35.99
5216400.0,30.75
5220000.0,28.46
5223600.0,27.09
5227200.0,25.89
5230800.0,26.1
5234400.0,25.85
5238000.0,26.69
5241600.0,28.5
5245200.0,38.56
5248800.0,47.44
5252400.0,45.92
5256000.0,29.83
