,P_el
"(0, 40600)",54.23959829622618
"(0, 40700)",54.23959829622618
"(0, 40800)",54.23959829622618
"(0, 40900)",54.23959829622618
"(0, 41000)",54.23959829622618
"(0, 41100)",54.23959829622618
"(0, 41200)",54.23959829622618
"(0, 41300)",54.23959829622618
"(0, 41400)",54.23959829622618
"(0, 41500)",56.3188346411061
"(0, 41600)",56.3188346411061
"(0, 41700)",56.3188346411061
"(0, 41800)",56.3188346411061
"(0, 41900)",56.3188346411061
"(0, 42000)",56.3188346411061
"(0, 42100)",56.3188346411061
"(0, 42200)",56.3188346411061
"(0, 42300)",56.3188346411061
"(0, 42400)",56.37704007680443
"(0, 42500)",56.37704007680443
"(0, 42600)",56.37704007680443
"(0, 42700)",56.37704007680443
"(0, 42800)",56.37704007680443
"(0, 42900)",56.37704007680443
"(0, 43000)",56.37704007680443
"(0, 43100)",56.37704007680443
"(0, 43200)",56.37704007680443
"(900.0, 0)",
"(900.0, 100)",67.64299280347247
"(900.0, 200)",67.64299280347247
"(900.0, 300)",67.64299280347247
"(900.0, 400)",67.64299280347247
"(900.0, 500)",67.64299280347247
"(900.0, 600)",67.64299280347247
"(900.0, 700)",67.64299280347247
"(900.0, 800)",67.64299280347247
"(900.0, 900)",67.64299280347247
"(900.0, 1000)",43.49448281517844
"(900.0, 1100)",43.49448281517844
"(900.0, 1200)",43.49448281517844
"(900.0, 1300)",43.49448281517844
"(900.0, 1400)",43.49448281517844
"(900.0, 1500)",43.49448281517844
"(900.0, 1600)",43.49448281517844
"(900.0, 1700)",43.49448281517844
"(900.0, 1800)",43.49448281517844
"(900.0, 1900)",183.09096426141727
"(900.0, 2000)",183.09096426141727
"(900.0, 2100)",183.09096426141727
"(900.0, 2200)",183.09096426141727
"(900.0, 2300)",183.09096426141727
"(900.0, 2400)",183.09096426141727
"(900.0, 2500)",183.09096426141727
"(900.0, 2600)",183.09096426141727
"(900.0, 2700)",183.09096426141727
"(900.0, 2800)",93.3965946758101
"(900.0, 2900)",93.3965946758101
"(900.0, 3000)",93.3965946758101
"(900.0, 3100)",93.3965946758101
"(900.0, 3200)",93.3965946758101
"(900.0, 3300)",93.3965946758101
"(900.0, 3400)",93.3965946758101
"(900.0, 3500)",93.3965946758101
"(900.0, 3600)",93.3965946758101
"(900.0, 3700)",94.29340797941877
"(900.0, 3800)",94.29340797941877
"(900.0, 3900)",94.29340797941877
"(900.0, 4000)",94.29340797941877
"(900.0, 4100)",94.29340797941877
"(900.0, 4200)",94.29340797941877
"(900.0, 4300)",94.29340797941877
"(900.0, 4400)",94.29340797941877
"(900.0, 4500)",94.29340797941877
"(900.0, 4600)",91.66396048343358
"(900.0, 4700)",91.66396048343358
"(900.0, 4800)",91.66396048343358
"(900.0, 4900)",91.66396048343358
"(900.0, 5000)",91.66396048343358
"(900.0, 5100)",91.66396048343358
"(900.0, 5200)",91.66396048343358
"(900.0, 5300)",91.66396048343358
"(900.0, 5400)",91.66396048343358
"(900.0, 5500)",89.63991832854761
"(900.0, 5600)",89.63991832854761
"(900.0, 5700)",89.63991832854761
"(900.0, 5800)",89.63991832854761
"(900.0, 5900)",89.63991832854761
"(900.0, 6000)",89.63991832854761
"(900.0, 6100)",89.63991832854761
"(900.0, 6200)",89.63991832854761
"(900.0, 6300)",89.63991832854761
"(900.0, 6400)",88.93732262761992
"(900.0, 6500)",88.93732262761992
"(900.0, 6600)",88.93732262761992
"(900.0, 6700)",88.93732262761992
"(900.0, 6800)",88.93732262761992
"(900.0, 6900)",88.93732262761992
"(900.0, 7000)",88.93732262761992
"(900.0, 7100)",88.93732262761992
"(900.0, 7200)",88.93732262761992
"(900.0, 7300)",81.2852058220231
"(900.0, 7400)",81.2852058220231
"(900.0, 7500)",81.2852058220231
"(900.0, 7600)",81.2852058220231
"(900.0, 7700)",81.2852058220231
"(900.0, 7800)",81.2852058220231
"(900.0, 7900)",81.2852058220231
"(900.0, 8000)",81.2852058220231
"(900.0, 8100)",81.2852058220231
"(900.0, 8200)",98.0866515741119
"(900.0, 8300)",98.0866515741119
"(900.0, 8400)",98.0866515741119
"(900.0, 8500)",98.0866515741119
"(900.0, 8600)",98.0866515741119
"(900.0, 8700)",98.0866515741119
"(900.0, 8800)",98.0866515741119
"(900.0, 8900)",98.0866515741119
"(900.0, 9000)",98.0866515741119
"(900.0, 9100)",7.362794616518562e-08
"(900.0, 9200)",7.362794616518562e-08
"(900.0, 9300)",7.362794616518562e-08
"(900.0, 9400)",7.362794616518562e-08
"(900.0, 9500)",7.362794616518562e-08
"(900.0, 9600)",7.362794616518562e-08
"(900.0, 9700)",7.362794616518562e-08
"(900.0, 9800)",7.362794616518562e-08
"(900.0, 9900)",7.362794616518562e-08
"(900.0, 10000)",32.515757300608186
"(900.0, 10100)",32.515757300608186
"(900.0, 10200)",32.515757300608186
"(900.0, 10300)",32.515757300608186
"(900.0, 10400)",32.515757300608186
"(900.0, 10500)",32.515757300608186
"(900.0, 10600)",32.515757300608186
"(900.0, 10700)",32.515757300608186
"(900.0, 10800)",32.515757300608186
"(900.0, 10900)",46.94976357554873
"(900.0, 11000)",46.94976357554873
"(900.0, 11100)",46.94976357554873
"(900.0, 11200)",46.94976357554873
"(900.0, 11300)",46.94976357554873
"(900.0, 11400)",46.94976357554873
"(900.0, 11500)",46.94976357554873
"(900.0, 11600)",46.94976357554873
"(900.0, 11700)",46.94976357554873
"(900.0, 11800)",46.15227652206583
"(900.0, 11900)",46.15227652206583
"(900.0, 12000)",46.15227652206583
"(900.0, 12100)",46.15227652206583
"(900.0, 12200)",46.15227652206583
"(900.0, 12300)",46.15227652206583
"(900.0, 12400)",46.15227652206583
"(900.0, 12500)",46.15227652206583
"(900.0, 12600)",46.15227652206583
"(900.0, 12700)",45.67453770078886
"(900.0, 12800)",45.67453770078886
"(900.0, 12900)",45.67453770078886
"(900.0, 13000)",45.67453770078886
"(900.0, 13100)",45.67453770078886
"(900.0, 13200)",45.67453770078886
"(900.0, 13300)",45.67453770078886
"(900.0, 13400)",45.67453770078886
"(900.0, 13500)",45.67453770078886
"(900.0, 13600)",45.20775373413527
"(900.0, 13700)",45.20775373413527
"(900.0, 13800)",45.20775373413527
"(900.0, 13900)",45.20775373413527
"(900.0, 14000)",45.20775373413527
"(900.0, 14100)",45.20775373413527
"(900.0, 14200)",45.20775373413527
"(900.0, 14300)",45.20775373413527
"(900.0, 14400)",45.20775373413527
"(900.0, 14500)",44.860355335805366
"(900.0, 14600)",44.860355335805366
"(900.0, 14700)",44.860355335805366
"(900.0, 14800)",44.860355335805366
"(900.0, 14900)",44.860355335805366
"(900.0, 15000)",44.860355335805366
"(900.0, 15100)",44.860355335805366
"(900.0, 15200)",44.860355335805366
"(900.0, 15300)",44.860355335805366
"(900.0, 15400)",44.59765361408838
"(900.0, 15500)",44.59765361408838
"(900.0, 15600)",44.59765361408838
"(900.0, 15700)",44.59765361408838
"(900.0, 15800)",44.59765361408838
"(900.0, 15900)",44.59765361408838
"(900.0, 16000)",44.59765361408838
"(900.0, 16100)",44.59765361408838
"(900.0, 16200)",44.59765361408838
"(900.0, 16300)",44.44508380763956
"(900.0, 16400)",44.44508380763956
"(900.0, 16500)",44.44508380763956
"(900.0, 16600)",44.44508380763956
"(900.0, 16700)",44.44508380763956
"(900.0, 16800)",44.44508380763956
"(900.0, 16900)",44.44508380763956
"(900.0, 17000)",44.44508380763956
"(900.0, 17100)",44.44508380763956
"(900.0, 17200)",44.367578725994946
"(900.0, 17300)",44.367578725994946
"(900.0, 17400)",44.367578725994946
"(900.0, 17500)",44.367578725994946
"(900.0, 17600)",44.367578725994946
"(900.0, 17700)",44.367578725994946
"(900.0, 17800)",44.367578725994946
"(900.0, 17900)",44.367578725994946
"(900.0, 18000)",44.367578725994946
"(900.0, 18100)",44.47037451073522
"(900.0, 18200)",44.47037451073522
"(900.0, 18300)",44.47037451073522
"(900.0, 18400)",44.47037451073522
"(900.0, 18500)",44.47037451073522
"(900.0, 18600)",44.47037451073522
"(900.0, 18700)",44.47037451073522
"(900.0, 18800)",44.47037451073522
"(900.0, 18900)",44.47037451073522
"(900.0, 19000)",44.446853598967444
"(900.0, 19100)",44.446853598967444
"(900.0, 19200)",44.446853598967444
"(900.0, 19300)",44.446853598967444
"(900.0, 19400)",44.446853598967444
"(900.0, 19500)",44.446853598967444
"(900.0, 19600)",44.446853598967444
"(900.0, 19700)",44.446853598967444
"(900.0, 19800)",44.446853598967444
"(900.0, 19900)",45.227494954094894
"(900.0, 20000)",45.227494954094894
"(900.0, 20100)",45.227494954094894
"(900.0, 20200)",45.227494954094894
"(900.0, 20300)",45.227494954094894
"(900.0, 20400)",45.227494954094894
"(900.0, 20500)",45.227494954094894
"(900.0, 20600)",45.227494954094894
"(900.0, 20700)",45.227494954094894
"(900.0, 20800)",44.20057267440423
"(900.0, 20900)",44.20057267440423
"(900.0, 21000)",44.20057267440423
"(900.0, 21100)",44.20057267440423
"(900.0, 21200)",44.20057267440423
"(900.0, 21300)",44.20057267440423
"(900.0, 21400)",44.20057267440423
"(900.0, 21500)",44.20057267440423
"(900.0, 21600)",44.20057267440423
"(900.0, 21700)",42.74876350229071
"(900.0, 21800)",42.74876350229071
"(900.0, 21900)",42.74876350229071
"(900.0, 22000)",42.74876350229071
"(900.0, 22100)",42.74876350229071
"(900.0, 22200)",42.74876350229071
"(900.0, 22300)",42.74876350229071
"(900.0, 22400)",42.74876350229071
"(900.0, 22500)",42.74876350229071
"(900.0, 22600)",42.774494905071684
"(900.0, 22700)",42.774494905071684
"(900.0, 22800)",42.774494905071684
"(900.0, 22900)",42.774494905071684
"(900.0, 23000)",42.774494905071684
"(900.0, 23100)",42.774494905071684
"(900.0, 23200)",42.774494905071684
"(900.0, 23300)",42.774494905071684
"(900.0, 23400)",42.774494905071684
"(900.0, 23500)",42.56496794706368
"(900.0, 23600)",42.56496794706368
"(900.0, 23700)",42.56496794706368
"(900.0, 23800)",42.56496794706368
"(900.0, 23900)",42.56496794706368
"(900.0, 24000)",42.56496794706368
"(900.0, 24100)",42.56496794706368
"(900.0, 24200)",42.56496794706368
"(900.0, 24300)",42.56496794706368
"(900.0, 24400)",42.53226364004518
"(900.0, 24500)",42.53226364004518
"(900.0, 24600)",42.53226364004518
"(900.0, 24700)",42.53226364004518
"(900.0, 24800)",42.53226364004518
"(900.0, 24900)",42.53226364004518
"(900.0, 25000)",42.53226364004518
"(900.0, 25100)",42.53226364004518
"(900.0, 25200)",42.53226364004518
"(900.0, 25300)",42.58785051744723
"(900.0, 25400)",42.58785051744723
"(900.0, 25500)",42.58785051744723
"(900.0, 25600)",42.58785051744723
"(900.0, 25700)",42.58785051744723
"(900.0, 25800)",42.58785051744723
"(900.0, 25900)",42.58785051744723
"(900.0, 26000)",42.58785051744723
"(900.0, 26100)",42.58785051744723
"(900.0, 26200)",42.747987150872056
"(900.0, 26300)",42.747987150872056
"(900.0, 26400)",42.747987150872056
"(900.0, 26500)",42.747987150872056
"(900.0, 26600)",42.747987150872056
"(900.0, 26700)",42.747987150872056
"(900.0, 26800)",42.747987150872056
"(900.0, 26900)",42.747987150872056
"(900.0, 27000)",42.747987150872056
"(900.0, 27100)",43.006357345276705
"(900.0, 27200)",43.006357345276705
"(900.0, 27300)",43.006357345276705
"(900.0, 27400)",43.006357345276705
"(900.0, 27500)",43.006357345276705
"(900.0, 27600)",43.006357345276705
"(900.0, 27700)",43.006357345276705
"(900.0, 27800)",43.006357345276705
"(900.0, 27900)",43.006357345276705
"(900.0, 28000)",43.360879725901526
"(900.0, 28100)",43.360879725901526
"(900.0, 28200)",43.360879725901526
"(900.0, 28300)",43.360879725901526
"(900.0, 28400)",43.360879725901526
"(900.0, 28500)",43.360879725901526
"(900.0, 28600)",43.360879725901526
"(900.0, 28700)",43.360879725901526
"(900.0, 28800)",43.360879725901526
"(900.0, 28900)",43.80808168191272
"(900.0, 29000)",43.80808168191272
"(900.0, 29100)",43.80808168191272
"(900.0, 29200)",43.80808168191272
"(900.0, 29300)",43.80808168191272
"(900.0, 29400)",43.80808168191272
"(900.0, 29500)",43.80808168191272
"(900.0, 29600)",43.80808168191272
"(900.0, 29700)",43.80808168191272
"(900.0, 29800)",44.344299817149526
"(900.0, 29900)",44.344299817149526
"(900.0, 30000)",44.344299817149526
"(900.0, 30100)",44.344299817149526
"(900.0, 30200)",44.344299817149526
"(900.0, 30300)",44.344299817149526
"(900.0, 30400)",44.344299817149526
"(900.0, 30500)",44.344299817149526
"(900.0, 30600)",44.344299817149526
"(900.0, 30700)",44.96544619828554
"(900.0, 30800)",44.96544619828554
"(900.0, 30900)",44.96544619828554
"(900.0, 31000)",44.96544619828554
"(900.0, 31100)",44.96544619828554
"(900.0, 31200)",44.96544619828554
"(900.0, 31300)",44.96544619828554
"(900.0, 31400)",44.96544619828554
"(900.0, 31500)",44.96544619828554
"(900.0, 31600)",45.66707832392271
"(900.0, 31700)",45.66707832392271
"(900.0, 31800)",45.66707832392271
"(900.0, 31900)",45.66707832392271
"(900.0, 32000)",45.66707832392271
"(900.0, 32100)",45.66707832392271
"(900.0, 32200)",45.66707832392271
"(900.0, 32300)",45.66707832392271
"(900.0, 32400)",45.66707832392271
"(900.0, 32500)",46.44440719211994
"(900.0, 32600)",46.44440719211994
"(900.0, 32700)",46.44440719211994
"(900.0, 32800)",46.44440719211994
"(900.0, 32900)",46.44440719211994
"(900.0, 33000)",46.44440719211994
"(900.0, 33100)",46.44440719211994
"(900.0, 33200)",46.44440719211994
"(900.0, 33300)",46.44440719211994
"(900.0, 33400)",47.29231972144554
"(900.0, 33500)",47.29231972144554
"(900.0, 33600)",47.29231972144554
"(900.0, 33700)",47.29231972144554
"(900.0, 33800)",47.29231972144554
"(900.0, 33900)",47.29231972144554
"(900.0, 34000)",47.29231972144554
"(900.0, 34100)",47.29231972144554
"(900.0, 34200)",47.29231972144554
"(900.0, 34300)",48.205402103164346
"(900.0, 34400)",48.205402103164346
"(900.0, 34500)",48.205402103164346
"(900.0, 34600)",48.205402103164346
